pair,trial,repetition,role,tangram,message,num_words,correct
pair32,37,4,director,J,big block with head,4,0
pair32,38,4,director,C,flyer,1,1
pair32,39,4,director,A,dinosaur,1,1
pair32,40,4,director,F,sad guy sitting with head down knees up facing left,10,1
pair32,41,4,director,K,kneeling with hands up,4,1
pair32,42,4,director,D,book guy,2,1
pair32,43,4,director,H,no limbs,2,1
pair32,44,4,director,L,crouching,1,1
pair32,45,4,director,E,bunny,1,1
pair32,46,4,director,I,ice skater,2,1
pair32,47,4,director,G,weird growth guy,3,0
pair32,48,4,director,B,kneeling puking,2,1
pair32,49,5,director,F,sad guy,2,1
pair32,50,5,director,I,ice skater,2,1
pair32,51,5,director,J,big block with head,4,1
pair32,52,5,director,A,dinosaur,1,1
pair32,53,5,director,G,weird forehead growth,3,1
pair32,53,5,director,G,sitting,1,1
pair32,54,5,director,C,flyer,1,1
pair32,55,5,director,H,no limbs,2,1
pair32,56,5,director,B,puking,1,1
pair32,56,5,director,B,kneeling,1,1
pair32,57,5,director,D,book guy,2,1
pair32,58,5,director,L,crouching,1,1
pair32,59,5,director,E,bunny,1,1
pair32,60,5,director,K,kneeling with hands up,4,1
pair32,61,6,director,H,no limbs,2,1
pair32,62,6,director,G,forehead growth sitting,3,1
pair32,63,6,director,K,kneeling with arms up,4,1
pair32,64,6,director,J,block with head,3,1
pair32,65,6,director,I,ice skater,2,1
pair32,66,6,director,D,book guy,2,1
pair32,67,6,director,L,crouching,1,1
pair32,68,6,director,B,puking,1,1
pair32,68,6,director,B,kneeling,1,1
pair32,69,6,director,E,bunny,1,1
pair32,70,6,director,F,sad guy,2,1
pair32,71,6,director,C,flyer,1,1
pair32,72,6,director,A,dinosaur,1,1
pair33,1,1,director,K,pick the one that looks like a triangle is coming out of it's back,14,0
pair33,1,1,director,K,it's upright,2,0
pair33,1,1,director,K,triangle on bottom is pointed towards head,7,0
pair33,2,1,director,E,ok this one is like a big triangle with a gift on it's head,14,1
pair33,2,1,director,E,two triangles on top and a square underneath them on the head,12,1
pair33,3,1,director,J,looks like a candle,4,1
pair33,3,1,director,J,not the round one though,5,1
pair33,3,1,director,J,just a diamond on top,5,1
pair33,4,1,director,L,this one has a triangle coming out of it's middle,10,0
pair33,4,1,director,L,pointed outward like a sword,5,0
pair33,4,1,director,L,legs behind them almost squatting,5,0
pair33,5,1,director,H,this is like a round candle,6,1
pair33,5,1,director,H,with diamond on top,4,1
pair33,6,1,director,A,this one is walking,4,1
pair33,6,1,director,A,a leg out,3,1
pair33,6,1,director,A,head behind them,3,1
pair33,6,1,director,A,like frankenstein,2,1
pair33,7,1,director,C,this one is sideways,4,1
pair33,7,1,director,C,looks like flying,3,1
pair33,8,1,director,D,this one has it's arms out,6,1
pair33,8,1,director,D,like it's holding something,4,1
pair33,8,1,director,D,body is straight up,4,1
pair33,9,1,director,I,doing yoga,2,0
pair33,9,1,director,I,arms out,2,0
pair33,9,1,director,I,one leg behind,3,0
pair33,9,1,director,I,arms are 2 triangles,4,0
pair33,10,1,director,F,sitting down,2,1
pair33,10,1,director,F,crouched,1,1
pair33,10,1,director,F,big stomach area,3,1
pair33,10,1,director,F,head down,2,1
pair33,10,1,director,F,legs straight,2,1
pair33,11,1,director,B,kinda crouched down,3,1
pair33,11,1,director,B,arms out to the sides,5,1
pair33,11,1,director,B,one leg out,3,1
pair33,11,1,director,B,one arm is a complete separate triangle,7,1
pair33,12,1,director,G,arms behind them,3,0
pair33,12,1,director,G,kinda laying down,3,0
pair33,12,1,director,G,head near stomach,3,0
pair33,13,2,director,D,standing up straight,3,0
pair33,13,2,director,D,holding something,2,0
pair33,13,2,director,D,diamond shaped head,3,0
pair33,14,2,director,E,sitting down,2,1
pair33,14,2,director,E,body shaped like giant triangle,5,1
pair33,14,2,director,E,two triangles on head like a bow,7,1
pair33,15,2,director,A,walking,1,1
pair33,15,2,director,A,one leg out,3,1
pair33,15,2,director,A,head behind like a square,5,1
pair33,16,2,director,J,looks like a candle,4,0
pair33,16,2,director,J,straight angles not curved,4,0
pair33,17,2,director,G,sitting down,2,0
pair33,17,2,director,G,head near chest,3,0
pair33,17,2,director,G,arms behind pointed out,4,0
pair33,18,2,director,B,sitting down,2,1
pair33,18,2,director,B,head pointed upwards,3,1
pair33,18,2,director,B,triangle behind head,3,1
pair33,18,2,director,B,arm out straight and pointy,5,1
pair33,19,2,director,I,arms out,2,1
pair33,19,2,director,I,bent forward,2,1
pair33,19,2,director,I,one leg straight back,4,1
pair33,20,2,director,K,sitting up straight,3,1
pair33,20,2,director,K,back is a pointy triangle,5,1
pair33,20,2,director,K,leg is pointed upwards,4,1
pair33,20,2,director,K,head is diamond,3,1
pair33,21,2,director,F,laying down,2,1
pair33,21,2,director,F,looks sad,2,1
pair33,21,2,director,F,foot out,2,1
pair33,21,2,director,F,big body,2,1
pair33,22,2,director,H,candle shaped but curvy,4,1
pair33,22,2,director,H,not square,2,1
pair33,23,2,director,C,flying,1,1
pair33,23,2,director,C,arms out,2,1
pair33,24,2,director,L,kinda squatting,2,0
pair33,24,2,director,L,legs curved at an angle,5,0
pair33,24,2,director,L,stomach is a pointy triangle,5,0
pair33,25,3,director,G,laying down,2,1
pair33,25,3,director,G,down,1,1
pair33,25,3,director,G,arms back,2,1
pair33,25,3,director,G,feet are a trapezoid,4,1
pair33,26,3,director,E,body shaped like triangle,4,1
pair33,26,3,director,E,head is a bow,4,1
pair33,27,3,director,D,standing up straight,3,1
pair33,27,3,director,D,holding something,2,1
pair33,27,3,director,D,diamond head,2,1
pair33,28,3,director,L,squatting,1,0
pair33,28,3,director,L,stomach is a pointy triangle,5,0
pair33,28,3,director,L,feet are flat,3,0
pair33,29,3,director,F,laying down sade,3,1
pair33,29,3,director,F,big body,2,1
pair33,30,3,director,J,candle,1,1
pair33,30,3,director,J,square,1,1
pair33,30,3,director,J,angled,1,1
pair33,31,3,director,C,flying,1,1
pair33,31,3,director,C,arms out,2,1
pair33,32,3,director,H,candle shaped curvy,3,1
pair33,32,3,director,H,not square,2,1
pair33,33,3,director,K,sitting down legs up,4,0
pair33,33,3,director,K,pointy feet,2,0
pair33,33,3,director,K,triangle poking out of back,5,0
pair33,34,3,director,B,the one you just chose,5,1
pair33,35,3,director,I,one leg out in the back,6,0
pair33,35,3,director,I,arms out in front,4,0
pair33,35,3,director,I,diamond head,2,0
pair33,36,3,director,A,walking like a monster,4,1
pair33,36,3,director,A,head on back,3,1
pair33,37,4,director,I,one leg straight out,4,1
pair33,37,4,director,I,bending over,2,1
pair33,37,4,director,I,2 arms out,3,1
pair33,38,4,director,E,sitting down,2,0
pair33,38,4,director,E,triangle body,2,0
pair33,38,4,director,E,helicopter head,2,0
pair33,39,4,director,J,candle shaped,2,1
pair33,39,4,director,J,square,1,1
pair33,40,4,director,G,laying down,2,1
pair33,40,4,director,G,one arm above and one below,6,1
pair33,41,4,director,H,candle shaped,2,1
pair33,41,4,director,H,curvy,1,1
pair33,42,4,director,L,legs are angled,3,1
pair33,42,4,director,L,kinda squatting,2,1
pair33,42,4,director,L,triangle upside down on front,5,1
pair33,43,4,director,F,laying down sad,3,1
pair33,44,4,director,C,flying,1,1
pair33,44,4,director,C,arms out,2,1
pair33,45,4,director,B,little girl begging,3,0
pair33,45,4,director,B,head like a bow,4,0
pair33,45,4,director,B,head up,2,0
pair33,45,4,director,B,arm out pointy,3,0
pair33,46,4,director,K,diamond head,2,0
pair33,46,4,director,K,foot pointed up,3,0
pair33,46,4,director,K,triangle poking out of back,5,0
pair33,47,4,director,D,standing,1,1
pair33,47,4,director,D,holding something,2,1
pair33,47,4,director,D,feet flat,2,1
pair33,48,4,director,A,walking like monster,3,1
pair33,49,5,director,L,squatting,1,1
pair33,49,5,director,L,holding something,2,1
pair33,49,5,director,L,diamond head,2,1
pair33,50,5,director,D,standing up,2,1
pair33,50,5,director,D,holding something,2,1
pair33,50,5,director,D,feet flat,2,1
pair33,51,5,director,K,standing foot pointed up,4,0
pair33,51,5,director,K,sharp triangle in back,4,0
pair33,51,5,director,K,diamond head,2,0
pair33,52,5,director,G,laying down,2,0
pair33,52,5,director,G,one arm above and below,5,0
pair33,52,5,director,G,head going towards feet,4,0
pair33,53,5,director,B,sitting down looking up,4,1
pair33,53,5,director,B,triangle chest pointed out,4,1
pair33,53,5,director,B,foot shaped like triangle,4,1
pair33,54,5,director,H,curvy candle,2,1
pair33,55,5,director,A,walking like monster,3,1
pair33,56,5,director,J,candle,1,1
pair33,56,5,director,J,angled,1,1
pair33,56,5,director,J,boxy,1,1
pair33,57,5,director,E,sitting down,2,1
pair33,57,5,director,E,triangle body,2,1
pair33,57,5,director,E,helicopter head,2,1
pair33,58,5,director,C,flying,1,1
pair33,58,5,director,C,arms out,2,1
pair33,59,5,director,F,laying down sad,3,1
pair33,59,5,director,F,foot out,2,1
pair33,60,5,director,I,arms out in front,4,1
pair33,60,5,director,I,one leg behind,3,1
pair33,60,5,director,I,bending over,2,1
pair33,61,6,director,E,sitting down,2,0
pair33,61,6,director,E,helicopter head,2,0
pair33,61,6,director,E,triangle body,2,0
pair33,62,6,director,A,walking like a monster,4,1
pair33,63,6,director,L,squatting,1,0
pair33,63,6,director,L,holding somethin,2,0
pair33,63,6,director,L,flat feet,2,0
pair33,64,6,director,B,sitting down,2,1
pair33,64,6,director,B,lumpy body,2,1
pair33,64,6,director,B,arm pointy,2,1
pair33,64,6,director,B,head is a bow,4,1
pair33,65,6,director,H,curvy candle,2,1
pair33,66,6,director,G,laying down,2,0
pair33,66,6,director,G,trapezoid feet,2,0
pair33,67,6,director,K,standing,1,0
pair33,67,6,director,K,foot pointed sharp upwards,4,0
pair33,67,6,director,K,sharp point in back,4,0
pair33,68,6,director,J,boxy candle,2,1
pair33,69,6,director,I,bending over,2,0
pair33,69,6,director,I,one leg up,3,0
pair33,70,6,director,D,standing up straight,3,1
pair33,70,6,director,D,holding something,2,1
pair33,71,6,director,C,flying,1,1
pair33,71,6,director,C,arms out,2,1
pair33,72,6,director,F,laying down sad,3,1
pair34,1,1,director,H,ok the target image kind of looks like a guy sitting down. the top part is a diamond and the bottom part is parallel except for a small triangle jutting off to the right,34,1
pair34,2,1,director,C,"this one looks like a guy with his head tilted to the left, his entire body leaning left and his two hands up in the air like 'come on, man!'",30,1
pair34,3,1,director,D,"ok this one looks like a man again, diamond shaped head, his 'feet' are facing left and he has one hand pointing to the left",25,1
pair34,4,1,director,K,"let's keep it up with the dude analogies. this is a dude on his keeps, diamond for a head, facing to the right and pointing right. this is the one where there is another diamond under the head that looks like it's his shoulder blades",45,1
pair34,5,1,director,E,this looks like a sad bunny sitting down,8,1
pair34,6,1,director,F,this looks like a sad dude sitting down facing left,10,1
pair34,6,1,matcher,F,maybe we should give them quick names so when we see them again you can quickly just say something like 'bunny',21,1
pair34,7,1,director,L,"ok, this is another kneeling guy but without 2nd diamond. maybe call him kneeling 1 diamond",16,1
pair34,8,1,director,J,"this is one we didnt do yet, diamond head, body looks like a rectangle with a triangle on top right and cut out at bottom. call him rectangle guy?",29,1
pair34,8,1,director,J,it is the one where the body looks most like a rectangle on it's side,15,1
pair34,8,1,matcher,J,is he pointing right,4,1
pair34,8,1,director,J,"yes, slightly",2,1
pair34,9,1,director,A,this one looks like a guy walking left but his head is falling off behind him.,16,1
pair34,10,1,director,G,"another new one. looks like a guy doing tai chi or something, head thrown back, legs are spread open, pointing right",21,1
pair34,10,1,director,G,harder one to describe kind of,6,1
pair34,11,1,director,I,i will call him karate guy. he is kicking,9,1
pair34,11,1,director,I,"kicking to the right, hands to the left",8,1
pair34,11,1,director,I,standing on one foot,4,1
pair34,12,1,director,B,"this is the other tai chi guy, on knees but legs together",12,1
pair34,12,1,director,B,arms out,2,1
pair34,12,1,matcher,B,is the shape kind of like an angel,8,1
pair34,12,1,director,B,"sort of the two arms are like triangles, and he is kneeling",12,1
pair34,13,2,director,I,karate guy! kicking right,4,0
pair34,13,2,director,I,on one leg,3,0
pair34,14,2,director,B,this is that angle tai chi guy.,7,1
pair34,14,2,director,B,angel,1,1
pair34,15,2,director,D,standing dude pointing to the left,6,1
pair34,16,2,director,J,"rectangle guy, pointing right",4,1
pair34,17,2,director,E,sad bunny,2,1
pair34,18,2,director,C,'come on man' guy with arms up,7,1
pair34,19,2,director,K,kneeling guy with 2 diamonds (head an shoulder blades),9,1
pair34,20,2,director,G,"tai chi guy, the one pointing right with legs open at bottom",12,1
pair34,21,2,director,H,"this is like rectangle guy but not him, diamond head and 'feet' sticking out to the right",17,1
pair34,22,2,matcher,A,he can be diamond guy,5,1
pair34,22,2,director,A,this is guy who is walking away from his head,10,1
pair34,23,2,director,F,"sad guy, sitting down feet to left",7,1
pair34,23,2,director,F,can call him sad guy,5,1
pair34,24,2,director,L,kneeling guy with only 1 diamond,6,1
pair34,25,3,director,K,kneeling guy with 2 diamonds,5,1
pair34,26,3,director,B,tai chi guy with legs together and arms like angel,10,1
pair34,26,3,director,B,kneeling,1,1
pair34,27,3,director,D,standing guy pointing left,4,1
pair34,28,3,director,G,tai guy guy pointing right legs open,7,1
pair34,29,3,director,I,karate kick guy,3,1
pair34,29,3,director,I,standing on one leg,4,1
pair34,29,3,matcher,I,which way is he kicking,5,1
pair34,29,3,director,I,right,1,1
pair34,30,3,director,H,diamond guy,2,1
pair34,31,3,director,F,sad guy,2,1
pair34,32,3,director,E,sad bunny,2,1
pair34,33,3,director,C,come on man guy,4,1
pair34,34,3,director,L,"kneeling guy, 1 diamond",4,1
pair34,35,3,director,A,walking away from his head guy,6,1
pair34,36,3,director,J,rectangle guy,2,1
pair34,37,4,director,F,sad guy,2,1
pair34,38,4,director,L,kneeling guy 1 diamond,4,1
pair34,39,4,director,G,"tai chi guy, kneeling, legs open pointing right",8,1
pair34,40,4,director,H,diamond guy,2,1
pair34,41,4,director,D,standing guy pointing left,4,1
pair34,42,4,director,J,rectangle guy,2,1
pair34,43,4,director,I,karate kick to the right guy,6,1
pair34,44,4,director,B,angel tai chi guy,4,1
pair34,45,4,director,C,come on man guy,4,1
