group,group_size,trial,repetition,tangram,message,n_words,n_correct,n_matchers
group032,4,35,3,C,arms facing up with slanted rectangle,6,3.0,3
group032,4,35,3,C,leaning to left,3,3.0,3
group032,4,36,4,A,Bird man,2,3.0,3
group032,4,36,4,A,Square on right balancing on corner,6,3.0,3
group032,4,36,4,A,"Left foot off the ground, right foot on",8,3.0,3
group032,4,37,4,F,Fetal position,2,2.0,3
group032,4,38,4,H,"Facing right, no arms, but like the offering one",9,3.0,3
group032,4,38,4,H,Flat left side,3,3.0,3
group032,4,39,4,J,"Square balancing on flat surface with arms out straight to the right, just below the level of the square",19,3.0,3
group032,4,39,4,J,Flat left side,3,3.0,3
group032,4,40,4,B,"Looks like a dog begging for food, facing left with a square balancing on the corner and the triangle right below it on the right (looks like ears)",28,2.0,3
group032,4,40,4,B,Arms are a triangle facing left at the bottom  left of the image,13,2.0,3
group032,4,40,4,B,Just one triangle on bottom left,6,2.0,3
group032,4,41,4,D,Like the offer one but facing left and looks like clothes hanging from arms,14,3.0,3
group032,4,42,4,C,Italian talking with their hand up,6,3.0,3
group032,4,43,4,I,Figure skater,2,3.0,3
group032,4,44,4,K,"Dog balancing square on nose, facing left",7,2.0,3
group032,4,44,4,K,Paws are a triangle on the left side of the image and is facing up,15,2.0,3
group032,4,44,4,K,Two triangles on the right side of the image (ears) and back),12,2.0,3
group032,4,45,4,G,"Person sitting down with legs out, facing left, with square balancing on the left of the head and triangle balancing on the right of the head.",26,3.0,3
group032,4,45,4,G,Triangle on bottom right looks like hands out,8,3.0,3
group032,4,45,4,G,behind them,2,3.0,3
group032,4,46,4,E,Bunny ears,2,3.0,3
group032,4,47,4,L,"Offer with arms facing straight and to the right, knees bent",11,3.0,3
group032,4,48,5,J,standing offering arms to the right flat down the left,10,3.0,3
group032,4,48,5,J,"no, the arms come right out of the top of the body",12,3.0,3
group032,4,49,5,L,kneeling offering facing right,4,2.0,3
group032,4,50,5,A,bird man dancing,3,3.0,3
group032,4,51,5,E,rabbit,1,2.0,3
group032,4,52,5,F,fetal position,2,3.0,3
group032,4,53,5,K,dog balancing square on nose (that's how it was described last time),12,2.0,3
group032,4,54,5,G,trapezoid at the bottom leaning right,6,3.0,3
group032,4,55,5,I,figure skater,2,3.0,3
group032,4,56,5,D,standing offering to the left draping clothes on ar,9,3.0,3
group032,4,56,5,D,aarm,1,3.0,3
group032,4,57,5,C,italian,1,2.0,3
group032,4,58,5,B,square balanced on two triangles,5,3.0,3
group032,4,58,5,B,looks like a begging dog,5,3.0,3
group032,4,59,5,H,standing no arms,3,3.0,3
group032,4,60,6,E,rabbit,1,2.0,3
group032,4,61,6,K,"facing to the right, offering, knees bent, feet up",9,2.0,3
group032,4,61,6,K,arms out,2,2.0,3
group032,4,61,6,K,two triangles,2,2.0,3
group032,4,62,6,C,italian,1,3.0,3
group032,4,63,6,F,fetal position,2,3.0,3
group032,4,64,6,J,"standing to the right, arms out, flat left side",9,3.0,3
group032,4,64,6,J,"yes, on the very top",5,3.0,3
group032,4,65,6,B,square balancing on two triangles,5,3.0,3
group032,4,66,6,D,draped clothing,2,3.0,3
group032,4,67,6,A,bird man,2,2.0,3
group032,4,68,6,I,figure skater,2,3.0,3
group032,4,69,6,H,no arms!,2,2.0,3
group032,4,70,6,L,offering to the right,4,3.0,3
group032,4,70,6,L,bent knees this time,4,3.0,3
group032,4,71,6,G,trapezoid on the bottom,4,3.0,3
group032,4,71,6,G,with two triangles on the right,6,3.0,3
group033,4,0,1,G,It looks like a person looking up and to the right,11,1.0,3
group033,4,0,1,G,With one leg on the ground,6,1.0,3
group033,4,0,1,G,"One leg is on the bottom right, the one on the left is flat on the ground",17,1.0,3
group033,4,0,1,G,"Only one hand is visible, pointing to the top right",10,1.0,3
group033,4,0,1,G,No hair or ears,4,1.0,3
group033,4,0,1,G,Square/head is on the left side,6,1.0,3
group033,4,0,1,G,Not standing,2,1.0,3
group033,4,0,1,G,"Kind of like kneeling, the left side of the leg is on the ground",14,1.0,3
group033,4,0,1,G,Hand is on the top right,6,1.0,3
group033,4,0,1,G,Only 1 hand visible,4,1.0,3
group033,4,0,1,G,Bottom right leg is a triangle,6,1.0,3
group033,4,0,1,G,Triangle with the right angle on the bottom left,9,1.0,3
group033,4,1,1,J,The head is diamond shaped,5,3.0,3
group033,4,1,1,J,Perfectly oriented vertically,3,3.0,3
group033,4,1,1,J,Body is square-ish,3,3.0,3
group033,4,1,1,J,Left side of body is completely flat,7,3.0,3
group033,4,1,1,J,"yes chonky,",2,3.0,3
group033,4,2,1,D,"Reminds me of a monk wearing a loose robe, facing the left",12,3.0,3
group033,4,2,1,D,Standing straight up,3,3.0,3
group033,4,2,1,D,Arm extended to the left,5,3.0,3
group033,4,2,1,D,Feet are completely flat,4,3.0,3
group033,4,2,1,D,Right side of body is completely straight,7,3.0,3
group033,4,2,1,D,yes diamond head,3,3.0,3
group033,4,3,1,A,Square head is to the top right,7,3.0,3
group033,4,3,1,A,"Two legs on the left, one is lifted up",9,3.0,3
group033,4,4,1,L,"Diamond head, facing to the right",6,3.0,3
group033,4,4,1,L,"Standing, but knees are bent",5,3.0,3
group033,4,4,1,L,"One arm visible, extending to the right",7,3.0,3
group033,4,4,1,L,No hands on the left,5,3.0,3
group033,4,4,1,L,"yes, the legs are like a zig zag",8,3.0,3
group033,4,4,1,L,There are no legs upwards,5,3.0,3
group033,4,5,1,I,"It looks like a dancer, standing upright on one leg",10,3.0,3
group033,4,5,1,I,The other leg pointing to the right,7,3.0,3
group033,4,5,1,I,Two arms to the left,5,3.0,3
group033,4,5,1,I,Like a ballerina kind of,5,3.0,3
group033,4,5,1,I,"Yes, body is mostly in the left half",8,3.0,3
group033,4,5,1,I,And the legs are on the right half,8,3.0,3
group033,4,5,1,I,Ballerina,1,3.0,3
group033,4,6,1,C,It looks like a person is falling backwards with his arms outstretched,12,3.0,3
group033,4,6,1,C,Body is slanted to the left,6,3.0,3
group033,4,6,1,C,"One arm facing up and to the right, the other to the left",13,3.0,3
group033,4,6,1,C,No legs visible,3,3.0,3
group033,4,7,1,F,"Person sitting down, facing the left",6,3.0,3
group033,4,7,1,F,Kind of like he's looking down,6,3.0,3
group033,4,7,1,F,Foot is facing left,4,3.0,3
group033,4,7,1,F,Knees kind of make a triangle shape,7,3.0,3
group033,4,7,1,F,sad boy lol,3,3.0,3
group033,4,7,1,F,yeah he does look sad,5,3.0,3
group033,4,8,1,E,This is the only one with a headpiece,8,3.0,3
group033,4,8,1,E,Looks like a ribbon or ears,6,3.0,3
group033,4,8,1,E,Sitting and facing to the right,6,3.0,3
group033,4,8,1,E,It reminds me of someone wearing a headband with bunny ears,11,3.0,3
group033,4,9,1,K,Kind of like Two diamonds at the top,8,2.0,3
group033,4,9,1,K,But the lower one is partially covered,7,2.0,3
group033,4,9,1,K,It looks like there's one triangle/arm extended to the right,10,2.0,3
group033,4,9,1,K,There are no hands up,5,2.0,3
group033,4,9,1,K,"No, not like a bean",5,2.0,3
group033,4,9,1,K,"The bottom left is triangular shaped, completely black",8,2.0,3
group033,4,9,1,K,Right side is jagged,4,2.0,3
group033,4,9,1,K,Bottom left is 90 degrees,5,2.0,3
group033,4,10,1,B,There's a diamond shaped head with a triangle hanging off of it,12,2.0,3
group033,4,10,1,B,Triangle is to the right,5,2.0,3
group033,4,10,1,B,The bottom left is a small triangle,7,2.0,3
group033,4,10,1,B,And the bottom right is a right angle,8,2.0,3
group033,4,10,1,B,The triangle next to the head is surrounded by empty space,11,2.0,3
group033,4,10,1,B,To the right of the head,6,2.0,3
group033,4,11,1,H,Looks like a bean,4,2.0,3
group033,4,11,1,H,or a dude wrapped up in a blanked,8,2.0,3
group033,4,11,1,H,blanket,1,2.0,3
group033,4,11,1,H,a baby yeah,3,2.0,3
group033,4,11,1,H,like a baby wrapped up,5,2.0,3
group033,4,11,1,H,Not in any of the corners,6,2.0,3
group033,4,11,1,H,"Yes, the bottom right sticks out a little",8,2.0,3
group033,4,11,1,H,To the right,3,2.0,3
group033,4,12,2,B,okay so it's the one with the fat leg,9,3.0,3
group033,4,12,2,B,the square with the triangle,5,3.0,3
group033,4,12,2,B,and a mini triangle on the left,7,3.0,3
group033,4,13,2,K,okay so it's the beggar guy with his foot up,10,3.0,3
group033,4,13,2,K,with the two diamonds,4,3.0,3
group033,4,13,2,K,hands to the right,4,3.0,3
group033,4,13,2,K,on his knees,3,3.0,3
group033,4,13,2,K,foot pointing up],3,3.0,3
group033,4,14,2,E,it's the bunny ears,4,3.0,3
group033,4,15,2,L,okay so similar to beggar guy but no foot pointing up,11,3.0,3
group033,4,15,2,L,it's like a zigzag,4,3.0,3
group033,4,15,2,L,standing,1,3.0,3
group033,4,16,2,D,i think we called this one monk,7,3.0,3
group033,4,16,2,D,he's like holding something to the left,7,3.0,3
group033,4,16,2,D,diamond head,2,3.0,3
group033,4,16,2,D,right side is straight,4,3.0,3
group033,4,17,2,F,sad boi,2,3.0,3
group033,4,17,2,F,yeah with his knee out,5,3.0,3
group033,4,18,2,A,uh so both legs are on the left,8,3.0,3
group033,4,18,2,A,square head looks like it's falling off,7,3.0,3
group033,4,19,2,C,guy falling,2,3.0,3
group033,4,19,2,C,both arms outstretched,3,3.0,3
group033,4,20,2,H,baby wrapped up,3,2.0,3
group033,4,21,2,J,so left side is fully straight,6,3.0,3
group033,4,21,2,J,right side is jagged,4,3.0,3
group033,4,21,2,J,diamond head,2,3.0,3
group033,4,21,2,J,chonk,1,3.0,3
group033,4,22,2,G,uhhh this one has two triangles dangling on the right side,11,2.0,3
group033,4,22,2,G,and a square head,4,2.0,3
group033,4,23,2,I,ballerina,1,3.0,3
group033,4,24,3,D,monk,1,2.0,3
group033,4,25,3,E,BUNNY,1,3.0,3
group033,4,26,3,F,sad boy,2,3.0,3
group033,4,27,3,C,guy falling,2,3.0,3
group033,4,28,3,B,"head on the middle, leg on left, bottom right has a 90 degree angle.. what were we calling it?",19,1.0,3
group033,4,28,3,B,"both arms are looking like stretched, has a gap between both arms right under the head",16,1.0,3
group033,4,28,3,B,no not the monk,4,1.0,3
group033,4,28,3,B,the other one,3,1.0,3
group033,4,28,3,B,"not the monnk the other one, whats the code name?",10,1.0,3
group033,4,29,3,L,The beggar with no foot coming out from the left,10,3.0,3
group033,4,29,3,L,zigzag it is,3,3.0,3
group033,4,30,3,J,fat guy,2,3.0,3
group033,4,31,3,G,a fat long leg on the left,7,3.0,3
group033,4,31,3,G,tiny triangular leg on right,5,3.0,3
group033,4,31,3,G,facing left,2,3.0,3
group033,4,32,3,H,baby wrapped,2,3.0,3
group033,4,33,3,K,begger with foot coming out,5,2.0,3
group033,4,33,3,K,the other one as zigzag,5,2.0,3
group033,4,33,3,K,"ummmm, remember the zigzag? it looks exactly like it",9,2.0,3
group033,4,33,3,K,just has a leg upwards at left side,8,2.0,3
group033,4,34,3,I,ballerina,1,3.0,3
group033,4,35,3,A,falling head,2,3.0,3
group033,4,36,4,D,monk,1,3.0,3
group033,4,36,4,D,facing left,2,3.0,3
group033,4,37,4,E,bunny,1,3.0,3
group033,4,38,4,A,falling guy,2,1.0,3
group033,4,38,4,A,"walking left, head on right",5,1.0,3
group033,4,39,4,J,chonker here,2,3.0,3
group033,4,40,4,K,"beggar facing right, on knees.  right angle on bottom left",10,3.0,3
group033,4,41,4,B,other beggar/ prayer.  on knees facing right.  has hands close to face,12,2.0,3
group033,4,41,4,B,right angle in bottom right,5,2.0,3
group033,4,41,4,B,small foot on left,4,2.0,3
group033,4,41,4,B,(triangle),1,2.0,3
group033,4,41,4,B,mini triangle for his foot on the left yeah,9,2.0,3
group033,4,41,4,B,not zigzag,2,2.0,3
group033,4,41,4,B,he is fully kneeling,4,2.0,3
group033,4,42,4,L,zigzag,1,3.0,3
group033,4,43,4,I,ballerina,1,3.0,3
group033,4,44,4,C,falling guy,2,3.0,3
group033,4,45,4,G,the dancer kinda person that has the fat leg to the left,12,3.0,3
group033,4,45,4,G,looking skyward to right,4,3.0,3
group033,4,45,4,G,small foot on right,4,3.0,3
group033,4,45,4,G,yes one for hand and one for foot,8,3.0,3
group033,4,46,4,F,sad boy,2,2.0,3
group033,4,47,4,H,baby / bean,3,2.0,3
group033,4,48,5,C,guy falling backwards with arms outstretched,6,3.0,3
group033,4,49,5,D,monk,1,3.0,3
group033,4,50,5,F,sad boy,2,3.0,3
group033,4,51,5,K,beggar facing right with two diamonds at top,8,3.0,3
group033,4,51,5,K,bottom left is a right angle,6,3.0,3
group033,4,51,5,K,yes foot on the left,5,3.0,3
group033,4,52,5,H,baby bean,2,3.0,3
group033,4,53,5,I,ballerina,1,3.0,3
group033,4,54,5,E,bunny,1,3.0,3
group033,4,55,5,G,"fat leg, facing skywards and to the right",8,3.0,3
group033,4,55,5,G,right arm and right leg are small triangles,8,3.0,3
group033,4,56,5,B,the one with the mini triangle on bottom left,9,3.0,3
group033,4,56,5,B,right angle on bottom right,5,3.0,3
group033,4,57,5,A,two feet pointing to the left,6,2.0,3
group033,4,57,5,A,one is lifted up,4,2.0,3
group033,4,57,5,A,falling head on the right yeah,6,2.0,3
group033,4,58,5,L,zigzag,1,3.0,3
group033,4,59,5,J,chonky,1,3.0,3
group033,4,60,6,A,"both legs to the left, falling head",7,3.0,3
group033,4,61,6,J,chonk,1,2.0,3
group033,4,62,6,K,"beggar on his knees, foot on the left",8,2.0,3
group033,4,62,6,K,right angle on the left,5,2.0,3
group033,4,63,6,D,monk,1,1.0,3
group033,4,64,6,L,beggar guy,2,2.0,3
group033,4,64,6,L,zigzag,1,2.0,3
group033,4,65,6,E,bunny,1,2.0,3
group033,4,66,6,C,"falling guy, arms outstretched",4,2.0,3
group033,4,67,6,B,mini triangle bottom left,4,3.0,3
group033,4,67,6,B,right angle on the bottom right,6,3.0,3
group033,4,68,6,F,sad guy :(,3,2.0,3
group033,4,69,6,H,baby bean,2,2.0,3
group033,4,70,6,G,two mini triangles on the right,6,2.0,3
group033,4,70,6,G,fat leg,2,2.0,3
group033,4,71,6,I,ballerina,1,3.0,3
group034,4,0,1,C,arms open,2,2.0,3
group034,4,1,1,E,a person sit down,4,1.0,3
group034,4,1,1,E,facing to the right,4,1.0,3
group034,4,2,1,L,person that looks that is asking,6,3.0,3
group034,4,2,1,L,like a homeless person,4,3.0,3
group034,4,2,1,L,facing to the right,4,3.0,3
group034,4,2,1,L,knees bended,2,3.0,3
group034,4,3,1,G,a person is dancing,4,0.0,3
group034,4,3,1,G,kinda with a leg up,5,0.0,3
group034,4,3,1,G,and the other on the ground,6,0.0,3
group034,4,4,1,B,both arms up,3,3.0,3
group034,4,4,1,B,on his knees,3,3.0,3
group034,4,4,1,B,arms open,2,3.0,3
group034,4,5,1,J,the torso is kinda a rectangle,6,1.0,3
group034,4,5,1,J,arms open,2,1.0,3
group034,4,6,1,F,person sit down,3,2.0,3
group034,4,6,1,F,facing to the left,4,2.0,3
group034,4,6,1,F,with legs bended or crossed,5,2.0,3
group034,4,6,1,F,looking down,2,2.0,3
group034,4,7,1,K,person facing to the right,5,2.0,3
group034,4,7,1,K,like asking as a homeless,5,2.0,3
group034,4,7,1,K,but different from the other picture,6,2.0,3
group034,4,7,1,K,like a proposal,3,2.0,3
group034,4,7,1,K,one knee front,3,2.0,3
group034,4,8,1,I,a person doing like a plane yoga pose,8,3.0,3
group034,4,8,1,I,facing to the right,4,3.0,3
group034,4,8,1,I,both arms in front,4,3.0,3
group034,4,8,1,I,one leg up,3,3.0,3
group034,4,8,1,I,one leg straight,3,3.0,3
group034,4,9,1,A,a person with body facing left,6,3.0,3
group034,4,9,1,A,head facing right,3,3.0,3
group034,4,9,1,A,looks like a zombie,4,3.0,3
group034,4,9,1,A,one leg up,3,3.0,3
group034,4,9,1,A,and arms up like a zombie i would say,9,3.0,3
group034,4,10,1,H,a person kinda sitted,4,3.0,3
group034,4,10,1,H,torso like a rectangle,4,3.0,3
group034,4,10,1,H,but not the other picture,5,3.0,3
group034,4,10,1,H,facing right,2,3.0,3
group034,4,11,1,D,person with arms up like asking for something,8,3.0,3
group034,4,11,1,D,facing left,2,3.0,3
group034,4,11,1,D,standing straight,2,3.0,3
group035,4,0,1,F,It looks like someone sitting on the ground with their knees up. And hello!,14,3.0,3
group035,4,0,1,F,"Just a square head, It looks like he is hanging his head downwards",13,3.0,3
group035,4,1,1,H,"Umm, it looks like a fried shrimp if that makes sense? Sort of a tube with a square on the end",21,2.0,3
group035,4,1,1,H,It doesn't really look like a person,7,2.0,3
group035,4,1,1,H,Just sort of a bag like shape,7,2.0,3
group035,4,1,1,H,A square turned like a diamond on top,8,2.0,3
group035,4,1,1,H,just at the bottom it flips to the right a bit,11,2.0,3
group035,4,2,1,I,It looks like a person ice skating,7,3.0,3
group035,4,2,1,I,kicking their leg back to the right,7,3.0,3
group036,4,0,1,H,The picture is of a gentleman kneeling down with hands on lap,12,2.0,3
group036,4,1,1,E,"This is an odd picture, the gentleman is lunging forward throwing hands in the air, it is difficult to make out",21,1.0,3
group036,4,1,1,E,Also looks like a rabbit with head down and big ears,11,1.0,3
group036,4,2,1,G,This is a pic of a guy lunging forward head high arms high one foot forward one trailing behind like he is in a dance,25,3.0,3
group036,4,3,1,L,"Guy stood with arms forward as though asking for something, he has his feet on the ground and not flicking up at the back",24,2.0,3
group036,4,4,1,F,Guy sat on floor knees up feet on ground head down,11,3.0,3
group036,4,5,1,I,Guy one foot on floor balancing with arms out head forward and one foot held out behind him,18,3.0,3
group036,4,6,1,J,Looks like a guy stood straight with a matador cape one side of him,14,3.0,3
group036,4,7,1,A,Looks like a strange guy lunged forward like walking drunk and a golf flag stuck in his back,18,0.0,3
group036,4,7,1,A,bit like a t rex,5,0.0,3
group036,4,8,1,K,looks like a lady kneeling holding out hands and dress flicked up at the back of her,17,3.0,3
